20120406,6946
20120413,7670
20120420,8048
20120427,7539
20120504,7420
20120511,7263
20120518,7408
20120525,7303
20120601,8103
20120608,7084
20120615,7137
20120621,6564
20120629,6081
20120706,6602
20120713,7044
20120720,6613
20120727,6641
20120803,6917
20120810,7201
20120824,6244
20120817,6950
20120831,6489
20120907,6808
20120914,6884
20120921,6269
20120928,5484
20121012,6261
20121019,6204
20121026,5711
20121102,5895
20121109,5735
20121116,5634
20121123,5602
20121130,5485
20121207,5824
20121214,6191
20121221,6170
20121228,6045
20130104,6187
20130111,6703
20130118,6905
20130125,6805
20130201,6681
20130208,6245
20130222,6752
20130301,6478
20130308,6737
20130315,6323
20130322,6588
20130329,5746
20130403,5870
20130412,5975
20130419,5911
20130426,5553
20130503,5896
20130510,6111
20130517,6091
20130524,6291
20130531,6162
20130607,5765
20130614,5855
20130621,5647
20130628,5518
20130705,6188
20130712,6323
20130719,6229
20130726,6056
20130802,6335
20130809,6349
20130816,6400
20130823,6191
20130830,6136
20130906,6226
20130913,6405
20130918,6046
20130927,5600
20130930,5168
20131011,6250
20131018,6197
20131025,5897
20131101,5820
20131108,5891
20131115,5731
20131122,5914
20131129,6040
20131206,6371
20131213,6058
20131220,5493
20131227,5478
20140103,5831
20140110,6240
20140117,6020
20140124,5569
20140130,5357
20140207,5837
20140214,6756
20140221,6636
20140228,6194
20140307,6210
20140314,6106
20140321,5822
20140328,5609
20140404,5755
20140411,5902
20140418,5756
20140425,5463
20140430,5169
20140509,5504
20140516,5299
20140523,5269
20140530,5155
20140606,5393
20140613,5513
20140620,7265
20140627,6180
20140704,6354
20140711,5890
20140718,6432
20140725,8168
20140801,8018
20140808,7561
20140815,7597
20140822,7689
20140829,5656
20140905,7606
20140912,8304
20140919,7710
20140926,11417
20140930,7864
20141010,7912
20141017,8542
20141024,6255
20141031,8827
20141107,8723
20141114,8771
20141121,8840
20141128,9912
20141205,12070
20141212,11926
20141219,9869
20141226,12257
20141231,10977
20150109,12663
20150116,13386
20150123,12736
20150130,11193
20150206,12427
20150213,13405.97
20150217,10738.96
20150227,11310.11
20150306,12425.22
20150313,17783.25
20150320,16448.56
20150327,15860.78
20150403,17412.3
20150410,19484.93
20150417,25412.3
20150424,22105.85
20150430,20521.08
20150508,26382.69
20150515,23708.34
20150522,31619.21
20150529,28610.25
20150605,38537.72
20150612,29996.07
20150619,22520.95
20150626,29956.09
20150703,24271.89
20150710,32982.39
20150717,32935.3
20150724,31038.77
20150731,28907.05
20150807,29288.64
20150814,28796.43
20150821,26363.45
20150828,25775.93
20150902,24179.34
20150911,24748.46
20150918,24199.37
20150925,22599.23
20150930,19823.37
20151009,21261.99
20151016,21842.47
20151023,21656.9
20151030,21221.59
20151106,24735.49
20151113,25068.49
20151120,24407.39
20151127,24255.93
20151204,26908.65
20151231,20112.22
20151225,29664.41
20151218,24392.85
20151211,23360.13
20160108,21979.75
20160115,20629.63
20160122,19401.17
20160129,19204.53
20160205,16751.54
20160219,19117.61
20160226,18074.73
20160304,19774.6
20160311,18958.55
20160318,19512.43
20160325,19638.6
20160401,18168.45
20160408,18900.94
20160415,19132.26
20160422,18733.72
20160429,17903.77
20160506,18359.14
20160513,18072.99
20160520,17958.95
20160527,17446.59
20160603,18038.84
20160608,17450.52
20160617,17695.33
20160624,17813.7
20160701,17721.19
20160708,18170.54
20160715,17925.89
20160722,17329.09
20160729,17214.28
20160805,17034.79
20160812,17053.78
20160819,17211.09
20160826,16851.56
20160902,16592.96
20160909,16504.01
20160914,15807.96
20160923,15745.4
20160930,13707.44
20161014,15777.99
20161021,15431.39
20161028,15422.39
20161104,16321.53
20161111,16594.87
20161118,16315.26
20161125,16317.28
20161202,16087.52
20161209,15770.61
20161216,15330.21
20161223,14996
20161230,14117.56
20170106,14848.49
20170113,14740.94
20170120,14191.26
20170126,12208.47
20170203,13219.15
20170210,14428.16
20170217,14358.7
20170224,14518.96
20170303,15128.37
20170310,14915.49
20170317,14746.41
20170324,14331.42
20170331,12929.22
20170407,15443.73
20170414,15055.07
20170421,14505.91
20170428,13628.02
20170505,13888.11
20170512,14145.39
20170519,13943.72
20170526,13792.85
20170602,13659.84
20170609,14163.89
20170616,13740.74
